id,cuisine
226,indian
224,spanish
17471,mexican
35196,southern_us
253,french
249,southern_us
246,southern_us
247,southern_us
17462,southern_us
35190,mexican
240,british
17456,italian
278,southern_us
34967,italian
34970,southern_us
34971,italian
17886,french
17887,vietnamese
286,mexican
34973,mexican
17884,thai
34975,italian
34944,chinese
256,irish
257,italian
34949,italian
17863,thai
263,italian
34951,southern_us
17865,chinese
34959,chinese
34994,indian
308,indian
17911,moroccan
313,mexican
35002,southern_us
17912,mexican
35006,italian
316,mexican
35004,mexican
17918,chinese
17889,southern_us
34977,italian
34980,mexican
299,indian
34991,japanese
300,italian
17903,italian
35031,french
339,vietnamese
17808,brazilian
350,mexican
35038,french
344,indian
326,french
327,southern_us
325,indian
35014,jamaican
17795,southern_us
35008,spanish
35021,indian
329,brazilian
373,mexican
17845,mexican
35063,italian
35060,italian
17842,mexican
370,chinese
35057,southern_us
17843,italian
381,italian
35068,italian
35066,italian
17848,indian
17849,mexican
376,italian
17850,italian
35065,thai
378,french
17831,italian
17830,mexican
35042,indian
17836,southern_us
17833,italian
35051,italian
35049,southern_us
35048,russian
17755,thai
411,italian
17752,southern_us
17759,mexican
403,southern_us
34835,southern_us
17745,italian
34837,mexican
34839,moroccan
404,chinese
392,southern_us
17737,chinese
34828,southern_us
34831,italian
17741,jamaican
34818,italian
17729,moroccan
384,mexican
391,indian
17734,mexican
388,french
440,italian
17784,mexican
34873,mexican
34872,italian
17786,italian
445,french
17791,mexican
434,french
34870,russian
439,southern_us
17768,southern_us
425,mexican
17772,chinese
34863,mexican
34860,italian
431,chinese
17760,mexican
416,mexican
34851,southern_us
418,mexican
17763,italian
423,filipino
34852,italian
34909,italian
17689,southern_us
17687,southern_us
34900,southern_us
34903,mexican
466,japanese
17682,french
17679,irish
460,mexican
17675,chinese
17673,italian
34880,mexican
34881,moroccan
17665,mexican
17725,mexican
17724,indian
511,japanese
34940,cajun_creole
17721,mexican
17720,cajun_creole
34937,greek
17716,italian
17719,chinese
34931,chinese
498,spanish
17714,italian
489,southern_us
34919,mexican
34916,italian
34914,mexican
480,spanish
17698,italian
482,mexican
18150,mexican
35750,filipino
544,italian
35746,mexican
18159,southern_us
18155,indian
35753,indian
35755,vietnamese
35754,southern_us
565,indian
18164,southern_us
564,italian
35760,thai
18163,greek
35762,thai
35772,southern_us
18174,korean
18175,indian
18172,jamaican
573,mexican
35770,mexican
569,italian
519,japanese
35713,indian
525,mexican
35726,southern_us
526,chinese
18127,mexican
527,indian
520,italian
18123,british
18134,mexican
35731,french
530,korean
35742,southern_us
35740,mexican
18142,mexican
542,thai
18136,spanish
18138,mexican
538,thai
35809,british
610,mexican
622,vietnamese
18095,mexican
35820,italian
35825,chinese
35829,mexican
35830,italian
18101,british
635,mexican
634,italian
633,italian
35834,italian
18104,moroccan
18111,mexican
35777,italian
579,italian
18053,italian
582,korean
35787,thai
584,mexican
585,cajun_creole
586,italian
587,french
35784,chinese
35790,italian
18063,indian
35788,chinese
18064,japanese
35798,mexican
603,italian
35806,chinese
607,filipino
18078,moroccan
606,indian
35629,chinese
685,mexican
18026,french
35625,cajun_creole
18024,french
679,indian
18023,moroccan
678,italian
18021,vietnamese
676,cajun_creole
18018,indian
35644,italian
701,southern_us
18043,cajun_creole
694,southern_us
35636,indian
18035,vietnamese
688,greek
18032,southern_us
35598,mexican
35596,southern_us
35597,indian
649,italian
17994,italian
17988,korean
17989,chinese
35589,indian
643,southern_us
668,italian
18012,italian
18009,indian
665,indian
35610,mexican
35605,southern_us
35604,chinese
656,mexican
35601,indian
744,italian
35695,mexican
35681,indian
17955,italian
738,mexican
737,chinese
35683,italian
743,indian
35685,italian
741,indian
35686,indian
35687,mexican
762,southern_us
17978,russian
761,mexican
767,italian
17971,filipino
35699,korean
35698,thai
35701,indian
712,southern_us
17930,moroccan
17931,vietnamese
35662,mexican
716,southern_us
719,italian
17934,mexican
17920,greek
705,southern_us
35650,vietnamese
35648,japanese
708,jamaican
35675,mexican
728,mexican
732,southern_us
35667,thai
721,indian
35665,indian
723,french
35670,mexican
725,chinese
17942,british
823,italian
822,southern_us
817,mexican
18428,italian
828,french
18431,cajun_creole
35517,french
825,chinese
35515,chinese
824,thai
18427,italian
805,southern_us
807,filipino
18401,british
18402,southern_us
35488,french
35502,mexican
813,chinese
18414,thai
35499,italian
809,french
811,italian
789,italian
35474,mexican
784,indian
18398,southern_us
797,indian
795,thai
18395,southern_us
35482,mexican
774,korean
35461,southern_us
18372,italian
770,thai
771,brazilian
768,vietnamese
18368,italian
35469,korean
35468,southern_us
18381,cajun_creole
781,chinese
778,mexican
18378,indian
18377,chinese
777,southern_us
883,southern_us
18355,mexican
18356,cajun_creole
884,french
35576,mexican
18362,italian
18366,british
35581,italian
35552,italian
867,french
868,russian
18341,mexican
35558,southern_us
35556,indian
871,mexican
872,thai
35563,indian
18345,indian
35561,mexican
35560,chinese
18349,italian
876,french
877,french
35565,french
18322,indian
18323,vietnamese
853,french
35543,italian
35549,mexican
18333,mexican
832,southern_us
18305,filipino
35525,indian
838,indian
18309,mexican
18308,indian
35529,southern_us
18313,mexican
35530,southern_us
846,italian
18319,french
35391,southern_us
18300,chinese
35387,mexican
18297,italian
18299,italian
35385,italian
948,indian
35383,mexican
18292,southern_us
949,southern_us
941,thai
35370,cajun_creole
18282,cajun_creole
939,mexican
35369,southern_us
35366,chinese
18273,filipino
35360,italian
926,indian
35359,southern_us
924,spanish
35353,thai
18267,southern_us
918,korean
18262,vietnamese
919,indian
18261,italian
35345,mexican
18255,indian
908,chinese
18247,cajun_creole
35451,italian
18232,italian
1017,italian
18235,vietnamese
35442,french
1011,jamaican
35447,korean
1013,southern_us
1014,mexican
35444,italian
1001,indian
18218,mexican
1002,french
18209,italian
18210,thai
987,japanese
35421,indian
988,mexican
989,italian
18195,mexican
979,filipino
35411,thai
18193,british
35410,cajun_creole
35412,chinese
18186,italian
35400,japanese
35401,mexican
35402,brazilian
975,japanese
974,greek
18178,french
18179,southern_us
35394,southern_us
35396,chinese
16525,chinese
36302,thai
16526,jamaican
16521,southern_us
36298,french
16523,vietnamese
16516,japanese
1089,italian
16540,russian
1119,southern_us
36315,mexican
16533,southern_us
1108,french
16534,indian
36307,southern_us
16529,southern_us
1107,greek
1135,thai
36335,mexican
1132,french
1130,southern_us
16553,italian
1125,indian
36320,thai
1120,british
1150,mexican
36351,greek
1147,chinese
36347,italian
36340,southern_us
16566,french
36343,moroccan
1139,french
16563,mexican
16561,greek
36339,italian
1032,mexican
16585,vietnamese
36239,spanish
36237,indian
1038,southern_us
1025,italian
1027,korean
16581,indian
36250,cajun_creole
16602,mexican
36249,chinese
16604,southern_us
1053,filipino
16594,italian
16595,mexican
1045,chinese
36245,indian
36264,cajun_creole
36267,moroccan
1064,french
36270,japanese
16610,thai
36259,italian
16615,italian
1063,italian
1061,french
1083,italian
36282,italian
36283,french
1087,indian
36287,indian
1084,chinese
16626,chinese
36272,jamaican
16627,filipino
1073,british
16625,southern_us
16630,italian
16629,southern_us
1221,french
36165,chinese
1217,southern_us
16385,french
36160,cajun_creole
1218,filipino
16387,thai
16396,southern_us
16397,italian
1231,italian
16405,greek
16404,greek
36182,cajun_creole
16406,filipino
1232,italian
36191,mexican
36187,chinese
36185,mexican
1255,mexican
16423,greek
36198,italian
36192,italian
36194,french
36195,chinese
16417,thai
36205,vietnamese
16428,southern_us
1259,italian
36201,british
1257,indian
16424,mexican
1270,italian
36220,italian
16445,southern_us
36222,italian
36219,mexican
36218,indian
16448,chinese
36099,southern_us
1156,mexican
16454,chinese
1158,cajun_creole
16457,southern_us
36104,chinese
1162,italian
36111,cajun_creole
1169,chinese
36114,mexican
36113,korean
16466,italian
1173,greek
1177,chinese
36120,southern_us
16477,mexican
36125,italian
1184,southern_us
16487,chinese
1189,chinese
16484,japanese
16485,indian
1195,korean
1192,italian
36140,italian
36144,italian
1203,indian
1200,italian
36146,chinese
1201,irish
1205,italian
1214,chinese
36159,moroccan
16508,japanese
16798,indian
16795,italian
1370,french
36059,mexican
16791,italian
16786,italian
36050,mexican
1354,mexican
36040,mexican
1353,southern_us
16775,southern_us
36036,indian
36033,indian
16769,vietnamese
1405,italian
1400,moroccan
1397,mexican
36086,chinese
36085,thai
16823,italian
36081,indian
1388,mexican
36078,italian
16815,mexican
1384,mexican
1385,italian
16805,cajun_creole
16804,filipino
36070,italian
16807,mexican
36066,french
1377,italian
16803,italian
1307,chinese
35996,cajun_creole
35984,japanese
35986,mexican
35987,mexican
35988,italian
16854,japanese
35989,italian
16855,korean
1301,chinese
16852,chinese
16853,italian
35991,southern_us
1300,italian
16841,southern_us
1289,cajun_creole
16846,french
1295,mexican
16845,italian
35983,mexican
1293,mexican
16844,italian
35968,british
1280,mexican
16838,italian
16837,chinese
1337,jamaican
16888,thai
1336,italian
1339,italian
36024,italian
1338,chinese
16893,mexican
36028,indian
16895,jamaican
36029,french
36019,italian
36020,chinese
16887,indian
1322,southern_us
36009,french
1324,mexican
36015,mexican
16878,italian
16864,cajun_creole
1317,mexican
16661,chinese
1488,greek
35922,indian
35933,french
16671,indian
35932,mexican
16670,italian
35929,mexican
16666,italian
35928,indian
1499,korean
35908,brazilian
35910,mexican
35911,cajun_creole
1475,jamaican
1485,indian
35918,mexican
1484,greek
16651,mexican
1482,italian
35914,japanese
35958,japanese
16695,southern_us
1520,mexican
35954,mexican
1532,chinese
1534,italian
35964,chinese
1535,french
16697,french
1530,mexican
35961,greek
35960,mexican
16676,italian
1508,southern_us
35941,italian
1505,japanese
16672,italian
35936,greek
16675,southern_us
1519,british
1513,chinese
35947,french
1427,italian
16726,french
1429,thai
16731,greek
35867,greek
35869,italian
35840,french
1411,chinese
35841,italian
1409,italian
35843,greek
16710,russian
35845,thai
1414,chinese
16708,chinese
35848,italian
16715,italian
1417,japanese
35850,italian
35851,mexican
16713,indian
1423,italian
16754,french
35888,mexican
35894,italian
35893,mexican
16758,chinese
16761,british
1466,greek
1467,thai
35903,southern_us
35900,japanese
35874,french
1443,mexican
16738,italian
1449,southern_us
35883,vietnamese
1451,russian
1450,southern_us
1454,spanish
17070,thai
36847,mexican
1645,indian
36846,southern_us
1634,italian
36832,thai
1632,mexican
1638,russian
1636,italian
1658,spanish
1656,indian
36860,italian
1663,mexican
36851,japanese
1655,indian
1653,french
36855,mexican
36811,italian
17032,italian
36815,mexican
36813,french
36812,italian
17025,italian
1607,cajun_creole
1627,indian
36830,mexican
1628,italian
36829,mexican
17040,italian
36822,chinese
36820,italian
1623,southern_us
17047,indian
36782,french
17130,italian
1576,italian
36779,southern_us
36772,thai
1572,italian
17124,southern_us
1573,chinese
1570,southern_us
1569,italian
1599,mexican
36795,indian
36789,italian
36791,chinese
17103,vietnamese
1550,mexican
1544,cajun_creole
36747,indian
17096,thai
36746,italian
36744,korean
36743,italian
1541,southern_us
36741,japanese
36740,spanish
1536,chinese
17089,italian
1539,mexican
36764,southern_us
1560,japanese
17114,italian
36758,italian
1556,italian
36756,french
17105,italian
1555,italian
36704,greek
1766,indian
36711,french
16933,vietnamese
36713,indian
36714,chinese
36715,chinese
16937,indian
16942,korean
36720,mexican
16946,brazilian
36723,southern_us
36725,thai
36724,southern_us
16954,italian
1784,italian
16953,mexican
36731,chinese
1785,russian
36732,japanese
16957,mexican
16896,indian
16897,french
16900,filipino
1733,italian
36678,indian
16901,cajun_creole
1735,italian
16904,mexican
16906,chinese
16907,mexican
36681,indian
36687,japanese
1740,southern_us
16911,cajun_creole
36691,italian
1745,mexican
16912,mexican
36695,cajun_creole
1749,vietnamese
16916,mexican
1751,mexican
1754,brazilian
36696,italian
1757,mexican
16927,italian
1759,thai
16926,french
36644,indian
16999,french
36642,filipino
16992,french
17007,jamaican
36653,french
36655,french
36661,italian
17014,russian
17008,italian
1725,french
17017,chinese
1721,southern_us
1668,mexican
36612,french
16966,french
1670,italian
16960,french
1664,mexican
16962,mexican
36622,indian
16972,chinese
1676,cajun_creole
36621,italian
16971,italian
36631,indian
1684,italian
16980,italian
36629,korean
36628,italian
36627,italian
16979,french
36625,french
1692,chinese
16991,chinese
16990,greek
36635,british
36634,french
36600,italian
36607,mexican
36605,southern_us
36594,italian
17330,italian
36593,mexican
1909,moroccan
17321,southern_us
36585,southern_us
36584,southern_us
36591,thai
1900,italian
36589,russian
1902,jamaican
36588,southern_us
36577,mexican
17317,irish
17319,cajun_creole
36568,southern_us
17307,cajun_creole
17311,greek
36562,italian
1866,mexican
17290,irish
17294,italian
1868,indian
36558,indian
17283,southern_us
17286,mexican
36550,mexican
36543,indian
17406,greek
36541,italian
1848,thai
36539,cajun_creole
1843,southern_us
17391,southern_us
36513,southern_us
36512,southern_us
17375,italian
1820,southern_us
36511,italian
17369,french
36500,southern_us
1815,chinese
17364,mexican
36496,italian
1808,cajun_creole
17358,indian
17354,italian
36491,mexican
1801,southern_us
36484,southern_us
1796,italian
1795,mexican
36483,korean
36470,mexican
17207,indian
17206,italian
2040,mexican
17185,southern_us
2021,spanish
17190,italian
17194,chinese
36457,indian
36462,mexican
36463,mexican
2031,filipino
17174,moroccan
36438,french
17178,cajun_creole
2014,italian
17182,vietnamese
2013,jamaican
17180,mexican
17154,moroccan
1987,mexican
17155,jamaican
36418,thai
17152,italian
1985,cajun_creole
36422,southern_us
1989,japanese
1988,mexican
36425,japanese
36427,indian
1999,chinese
17167,italian
36430,chinese
1996,chinese
36407,italian
17271,spanish
1974,vietnamese
1975,japanese
17270,french
36403,jamaican
17264,mexican
36401,italian
36415,french
1981,italian
17279,mexican
36411,mexican
1977,mexican
17272,greek
1978,thai
36390,italian
17253,southern_us
17254,brazilian
1953,italian
17249,mexican
1952,mexican
36398,filipino
1967,mexican
17263,french
17256,french
1960,french
1963,italian
36373,thai
17237,korean
1939,southern_us
17233,italian
1948,southern_us
1949,southern_us
1944,southern_us
17221,italian
36353,southern_us
1921,french
36354,chinese
1920,southern_us
17217,indian
17230,cajun_creole
36366,irish
1932,mexican
36367,italian
17226,italian
36361,italian
17225,chinese
19551,mexican
2192,russian
2193,french
19538,filipino
2185,italian
2184,southern_us
19530,thai
2187,thai
33033,mexican
19523,mexican
19525,italian
19527,southern_us
33081,mexican
2232,cajun_creole
19583,mexican
33084,mexican
19581,greek
2236,southern_us
2237,korean
33073,italian
2226,chinese
33072,italian
2224,mexican
33077,italian
2231,southern_us
2229,italian
19562,southern_us
33064,thai
19555,spanish
2208,french
33061,french
33063,thai
2212,italian
2268,italian
19485,japanese
33118,italian
19487,french
19482,indian
33112,filipino
33109,italian
2263,italian
33108,chinese
19473,chinese
33106,mexican
19472,chinese
19470,italian
2254,italian
19464,italian
2245,moroccan
2244,cajun_creole
2243,indian
2242,southern_us
33149,french
19518,mexican
19517,italian
2295,mexican
33143,mexican
33137,mexican
33139,mexican
19503,french
2284,moroccan
33129,indian
2281,thai
19496,russian
2280,mexican
19494,indian
19492,thai
33120,filipino
19490,italian
33121,chinese
33170,chinese
19666,korean
19669,spanish
2071,indian
19670,indian
19672,chinese
2075,british
19678,mexican
2078,mexican
19679,italian
33155,french
2052,moroccan
19655,mexican
33163,vietnamese
19659,mexican
33165,thai
2063,mexican
33164,italian
2099,japanese
19697,french
33206,southern_us
19704,italian
2110,indian
33214,mexican
2083,southern_us
19680,southern_us
2086,italian
2084,southern_us
2090,italian
2092,southern_us
2133,russian
19605,southern_us
19607,french
19601,thai
2131,italian
2136,brazilian
19611,italian
2117,spanish
2118,japanese
19585,italian
2114,japanese
19597,mexican
2121,mexican
33224,chinese
19638,chinese
33269,french
2164,southern_us
33264,italian
2163,chinese
19634,thai
33265,greek
33267,cajun_creole
2174,british
33274,french
19641,southern_us
2149,mexican
19620,mexican
19619,italian
2146,italian
19618,mexican
2144,greek
33251,italian
19617,chinese
2159,spanish
33258,southern_us
19624,italian
19787,southern_us
2447,southern_us
19788,british
32783,southern_us
19789,mexican
32770,mexican
19777,southern_us
19783,mexican
32774,chinese
19781,thai
2459,italian
19802,chinese
19801,mexican
32796,southern_us
19804,italian
2450,italian
19794,french
2448,indian
19792,chinese
32786,moroccan
32789,italian
19798,italian
19797,italian
2452,mexican
2473,chinese
2474,filipino
19823,italian
32813,italian
2464,filipino
32800,thai
19810,vietnamese
19812,italian
32806,chinese
2471,southern_us
2489,southern_us
2490,mexican
2492,italian
2493,russian
32830,filipino
19836,indian
32819,southern_us
19827,thai
19826,greek
2483,french
2484,italian
2511,british
2510,vietnamese
19723,mexican
32843,italian
32836,chinese
32838,mexican
32839,italian
2526,russian
19743,italian
2524,southern_us
19739,mexican
19736,chinese
32852,korean
32854,italian
19759,french
19752,southern_us
2539,russian
32873,french
2532,italian
19749,spanish
32871,italian
19750,thai
32869,italian
32866,cajun_creole
32894,french
32893,italian
32892,mexican
32889,jamaican
2554,southern_us
32884,french
32883,italian
2547,italian
19905,indian
19909,cajun_creole
2308,mexican
2314,french
19918,mexican
2316,southern_us
19917,southern_us
2317,southern_us
32915,greek
19924,italian
32918,southern_us
19931,mexican
2329,japanese
19929,greek
32924,brazilian
2334,chinese
19935,chinese
32925,italian
2336,italian
2338,brazilian
32928,filipino
32935,chinese
19940,cajun_creole
32934,thai
32933,greek
19943,mexican
32939,italian
19945,italian
19949,indian
19950,southern_us
19953,spanish
32949,mexican
19959,moroccan
19961,chinese
2366,italian
19846,chinese
19844,italian
32960,vietnamese
19842,italian
19854,indian
19853,french
2380,korean
2381,russian
19851,southern_us
2379,southern_us
32968,italian
32970,italian
2377,italian
19848,british
32982,mexican
19857,greek
32989,indian
32991,moroccan
2396,southern_us
32985,italian
19864,french
2404,indian
2405,southern_us
19876,jamaican
2406,italian
32995,greek
19873,indian
32994,chinese
19875,southern_us
32993,southern_us
19884,italian
19882,filipino
2421,spanish
19893,vietnamese
33015,indian
2419,italian
2429,southern_us
19902,japanese
33018,thai
2427,italian
33017,vietnamese
20094,southern_us
2751,italian
33598,chinese
2749,cajun_creole
2746,british
20091,indian
20089,indian
2740,mexican
33585,italian
20082,french
20081,southern_us
33580,spanish
20079,mexican
20076,italian
33582,italian
20077,cajun_creole
33577,mexican
2728,moroccan
20071,cajun_creole
2721,japanese
2716,french
2718,thai
20058,indian
33560,southern_us
20053,french
33557,greek
20054,chinese
2711,southern_us
33553,indian
2701,french
20045,italian
33544,southern_us
33545,mexican
20038,southern_us
2688,mexican
20035,italian
20026,italian
33661,mexican
2812,korean
20028,southern_us
2803,chinese
33651,spanish
20010,indian
20015,mexican
33646,southern_us
20013,french
20002,french
33632,southern_us
2787,british
2786,indian
2784,chinese
2789,mexican
2777,indian
33625,italian
33624,mexican
2781,southern_us
19996,italian
19999,chinese
33629,mexican
2769,mexican
2771,indian
19989,italian
33623,chinese
2774,filipino
19990,mexican
19979,moroccan
19980,indian
33614,jamaican
19981,southern_us
2766,italian
19983,southern_us
33602,japanese
19969,chinese
33604,italian
19975,cajun_creole
20214,southern_us
33718,indian
33719,mexican
20213,mexican
20210,filipino
33712,southern_us
33713,thai
33714,mexican
2608,cajun_creole
33725,french
33720,cajun_creole
33722,italian
20199,chinese
2593,japanese
20207,indian
33705,greek
20202,mexican
2601,southern_us
20200,indian
33687,chinese
2580,indian
33684,irish
33682,italian
2577,mexican
20177,indian
2579,irish
2588,greek
33692,british
2585,mexican
33691,italian
20164,french
2567,italian
20166,southern_us
33667,chinese
33665,moroccan
33677,jamaican
20175,french
33675,indian
20171,italian
2675,moroccan
20150,chinese
33780,mexican
33783,thai
2676,mexican
20154,mexican
2680,japanese
20153,cajun_creole
20159,indian
33790,italian
2685,mexican
2684,mexican
33791,southern_us
33761,italian
33763,italian
20128,mexican
20135,indian
33767,mexican
20138,thai
33770,indian
33773,italian
2669,cajun_creole
33747,moroccan
20113,french
2649,french
2648,italian
33758,cajun_creole
33759,southern_us
20126,italian
20127,italian
33729,mexican
33728,chinese
2629,italian
33733,southern_us
20104,cajun_creole
2633,chinese
20108,mexican
20111,italian
20110,british
33326,french
20333,cajun_creole
20334,italian
2991,italian
20335,italian
2990,southern_us
2981,mexican
20326,french
33316,vietnamese
20327,indian
33312,french
20323,southern_us
33342,british
33341,southern_us
3006,jamaican
3001,mexican
33336,cajun_creole
2996,mexican
20340,italian
2999,indian
33295,mexican
2954,southern_us
20297,southern_us
33285,korean
33286,chinese
33287,chinese
33281,italian
2944,moroccan
20319,thai
33309,japanese
20318,southern_us
33305,italian
20315,french
2970,cajun_creole
33306,chinese
33300,italian
20309,brazilian
2964,mexican
33302,southern_us
20308,chinese
20264,french
33387,spanish
33384,southern_us
20266,italian
20270,italian
33378,italian
33379,filipino
33377,thai
3045,italian
3064,italian
20280,mexican
3066,italian
3067,korean
3068,southern_us
33406,mexican
3070,italian
20287,italian
20275,mexican
33392,indian
33399,mexican
3063,mexican
20235,mexican
3016,vietnamese
33358,mexican
3020,italian
3010,southern_us
33346,filipino
3009,italian
3015,italian
3014,mexican
20229,southern_us
33369,chinese
33370,southern_us
33375,french
3026,southern_us
3024,mexican
3031,mexican
33367,italian
20244,chinese
3029,mexican
33447,japanese
2853,southern_us
33444,japanese
2848,chinese
20449,spanish
33443,french
33455,italian
2860,brazilian
20460,thai
20463,thai
33448,mexican
2869,mexican
20468,mexican
33460,italian
20470,italian
2870,mexican
20464,southern_us
2864,russian
33457,mexican
33468,greek
2878,italian
20472,british
2875,mexican
2823,french
20418,french
2830,japanese
2828,southern_us
33418,southern_us
2838,italian
20432,irish
2833,italian
20433,southern_us
20446,italian
20447,japanese
33437,indian
33438,italian
20442,japanese
20385,mexican
2913,italian
20389,mexican
2918,italian
20392,mexican
20397,mexican
2924,southern_us
33522,italian
33523,southern_us
20402,mexican
2933,korean
20409,mexican
2938,chinese
33534,greek
2940,french
20414,italian
2943,italian
2942,southern_us
2880,southern_us
2881,southern_us
20357,mexican
20363,italian
20362,mexican
33483,greek
20360,italian
33484,southern_us
20374,mexican
33493,french
2902,indian
20373,southern_us
33496,italian
33500,mexican
20383,southern_us
20380,italian
33503,southern_us
3284,italian
49554,mexican
3281,italian
3282,italian
49552,jamaican
3292,mexican
34143,moroccan
18460,italian
34141,indian
18457,italian
34136,southern_us
49561,irish
3269,french
18439,russian
3265,indian
49538,french
49537,cajun_creole
34113,southern_us
49548,mexican
18442,italian
34120,russian
3274,italian
34164,mexican
49589,italian
18485,jamaican
18484,mexican
34166,italian
34160,southern_us
3315,southern_us
3313,indian
34162,italian
49597,southern_us
49598,southern_us
3324,greek
34175,southern_us
3322,italian
34168,irish
3323,mexican
49595,thai
3321,italian
49572,southern_us
18468,chinese
49574,italian
18466,italian
34145,italian
18465,cajun_creole
3296,french
18479,southern_us
3309,japanese
18475,moroccan
49579,mexican
18472,thai
18473,vietnamese
34066,japanese
34065,indian
49617,moroccan
3220,italian
18516,mexican
49623,japanese
3222,cajun_creole
34069,southern_us
18519,thai
3225,italian
34074,chinese
18520,mexican
34078,mexican
18527,thai
34077,mexican
3203,southern_us
34049,southern_us
3202,thai
3205,vietnamese
34055,french
3207,british
18503,cajun_creole
3209,chinese
49610,mexican
18509,irish
34063,indian
49614,japanese
49613,italian
49612,irish
34097,russian
3251,korean
49649,thai
18545,thai
3249,russian
49655,thai
18548,french
34102,french
34109,japanese
3263,mexican
18556,french
18530,italian
34081,italian
3237,mexican
49640,cajun_creole
34090,italian
3241,italian
18537,italian
3240,indian
34092,italian
18543,jamaican
18540,italian
3244,southern_us
34095,vietnamese
3165,italian
18589,italian
34271,italian
34269,japanese
49435,thai
18585,greek
34265,southern_us
18587,mexican
49429,italian
18582,korean
18576,mexican
3152,italian
49425,italian
49423,japanese
18575,southern_us
3151,italian
34252,thai
18569,greek
34251,japanese
49419,chinese
18571,italian
18565,italian
49413,indian
3143,southern_us
34244,italian
34243,southern_us
18561,french
3137,indian
49408,mexican
18562,italian
18619,italian
34297,italian
49467,spanish
18616,southern_us
3192,japanese
49466,italian
3190,mexican
18615,filipino
34294,southern_us
18613,italian
18610,japanese
34289,italian
18607,french
49455,southern_us
49449,italian
34280,italian
34282,italian
3175,mexican
34278,indian
18595,japanese
49442,mexican
3096,moroccan
34201,greek
18652,irish
49502,indian
3103,italian
49500,spanish
34194,southern_us
49491,southern_us
34195,mexican
3091,vietnamese
3090,italian
49494,japanese
34196,italian
3094,cajun_creole
3080,italian
49483,italian
34186,italian
49486,mexican
34191,italian
34189,southern_us
49484,greek
18638,mexican
49475,italian
18627,chinese
49473,korean
18628,southern_us
49476,cajun_creole
34234,southern_us
34236,korean
18686,thai
49532,southern_us
3133,french
18684,mexican
18673,mexican
34229,chinese
18676,italian
3124,chinese
34216,mexican
49513,indian
49514,mexican
18664,spanish
34221,italian
49518,british
34210,mexican
3105,british
49507,italian
49509,southern_us
34212,korean
3111,indian
49510,italian
34214,southern_us
49285,vietnamese
33861,french
49287,mexican
18692,southern_us
18690,japanese
33856,italian
18688,mexican
18689,russian
33869,italian
3533,french
18700,british
3532,mexican
3529,thai
3528,indian
18710,southern_us
3541,southern_us
18706,mexican
49298,mexican
18704,mexican
49299,italian
33874,italian
3537,french
33887,chinese
49304,british
3545,cajun_creole
3557,thai
18725,italian
3558,thai
18720,mexican
3554,greek
18732,french
18734,greek
3561,french
3560,chinese
33911,chinese
49332,italian
49330,italian
18736,french
18749,chinese
3580,french
3583,spanish
18750,cajun_creole
49338,chinese
49339,mexican
49336,southern_us
18746,italian
18755,italian
33793,british
3463,french
3462,italian
3461,chinese
33798,mexican
49350,mexican
3460,mexican
18762,italian
33802,mexican
18761,british
3470,vietnamese
49358,mexican
18771,korean
33808,vietnamese
33813,greek
49367,mexican
49368,southern_us
3483,vietnamese
33826,mexican
3489,italian
33824,southern_us
18788,southern_us
3495,indian
18791,thai
33829,mexican
49387,indian
33834,southern_us
49391,french
3502,thai
18799,korean
18801,thai
33842,indian
3506,italian
